time,site_id,ghi_wm2,ghi_b_wm2,poa_wm2,poa2_wm2,ref_cell1_wm2,ref_cell2_wm2,temp_amb_c,temp_amb1_c,temp_amb2_c,temp_mod_avg_c,temp_mod1_c,temp_mod2_c,temp_mod3_c,temp_mod4_c,temp_mod5_c,temp_mod6_c,ref_cell1_temp_c,ref_cell2_temp_c,wind_speed_ms,wind_speed_max_ms,wind_dir_deg,precip_mm,precip_dif_mm,ws_com_status,ws_com_quality,ws_num_fails,source,quality,dhi_wm2,dni_wm2
2024-07-26 01:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,,,17,,,,,,,,,,,,4.9,,,,,,,,solcast_historic,0,0,0
2024-07-26 02:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,,,17,,,,,,,,,,,,4.6,,,,,,,,solcast_historic,0,0,0
2024-07-26 03:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,,,16,,,,,,,,,,,,3.9,,,,,,,,solcast_historic,0,0,0
2024-07-26 04:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,,,15,,,,,,,,,,,,3.8,,,,,,,,solcast_historic,0,0,0
2024-07-26 05:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,22,,,,,,15,,,,,,,,,,,,3.9,,,,,,,,solcast_historic,0,15,75
2024-07-26 06:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,130,,,,,,15,,,,,,,,,,,,3.9,,,,,,,,solcast_historic,0,52,398
2024-07-26 07:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,276,,,,,,16,,,,,,,,,,,,4.3,,,,,,,,solcast_historic,0,83,566
2024-07-26 08:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,439,,,,,,17,,,,,,,,,,,,4.6,,,,,,,,solcast_historic,0,86,731
2024-07-26 09:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,553,,,,,,18,,,,,,,,,,,,4.4,,,,,,,,solcast_historic,0,143,679
2024-07-26 10:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,641,,,,,,19,,,,,,,,,,,,3.8,,,,,,,,solcast_historic,0,200,615
2024-07-26 11:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,658,,,,,,20,,,,,,,,,,,,3.4,,,,,,,,solcast_historic,0,291,463
2024-07-26 12:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,660,,,,,,21,,,,,,,,,,,,3.5,,,,,,,,solcast_historic,0,342,382
2024-07-26 13:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,627,,,,,,21,,,,,,,,,,,,3.5,,,,,,,,solcast_historic,0,388,286
2024-07-26 14:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,576,,,,,,22,,,,,,,,,,,,3.4,,,,,,,,solcast_historic,0,377,247
2024-07-26 15:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,492,,,,,,22,,,,,,,,,,,,3.3,,,,,,,,solcast_historic,0,366,173
2024-07-26 16:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,439,,,,,,22,,,,,,,,,,,,3,,,,,,,,solcast_historic,0,291,248
2024-07-26 17:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,429,,,,,,22,,,,,,,,,,,,2.7,,,,,,,,solcast_historic,0,117,639
2024-07-26 18:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,259,,,,,,21,,,,,,,,,,,,1.9,,,,,,,,solcast_historic,0,114,416
2024-07-26 19:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,115,,,,,,21,,,,,,,,,,,,1.1,,,,,,,,solcast_historic,0,77,192
2024-07-26 20:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,22,,,,,,19,,,,,,,,,,,,1.2,,,,,,,,solcast_historic,0,19,30
2024-07-26 21:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,,,18,,,,,,,,,,,,1.5,,,,,,,,solcast_historic,0,0,0
2024-07-26 22:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,,,16,,,,,,,,,,,,1.7,,,,,,,,solcast_historic,0,0,0
2024-07-26 23:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,,,15,,,,,,,,,,,,1.9,,,,,,,,solcast_historic,0,0,0
2024-07-27 00:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,,,15,,,,,,,,,,,,1.9,,,,,,,,solcast_historic,0,0,0
2024-07-27 01:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,,,14,,,,,,,,,,,,1.9,,,,,,,,solcast_historic,0,0,0
2024-07-27 02:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,,,13,,,,,,,,,,,,2,,,,,,,,solcast_historic,0,0,0
2024-07-27 03:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,,,13,,,,,,,,,,,,1.9,,,,,,,,solcast_historic,0,0,0
2024-07-27 04:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,,,12,,,,,,,,,,,,1.8,,,,,,,,solcast_historic,0,0,0
2024-07-27 05:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,14,,,,,,12,,,,,,,,,,,,2,,,,,,,,solcast_historic,0,14,0
2024-07-27 06:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,109,,,,,,13,,,,,,,,,,,,2.1,,,,,,,,solcast_historic,0,68,183
2024-07-27 07:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,158,,,,,,15,,,,,,,,,,,,2.1,,,,,,,,solcast_historic,0,150,26
2024-07-27 08:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,361,,,,,,16,,,,,,,,,,,,2.2,,,,,,,,solcast_historic,0,181,363
2024-07-27 09:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,510,,,,,,18,,,,,,,,,,,,2.4,,,,,,,,solcast_historic,0,189,540
2024-07-27 10:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,570,,,,,,19,,,,,,,,,,,,2.7,,,,,,,,solcast_historic,0,281,396
2024-07-27 11:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,731,,,,,,20,,,,,,,,,,,,2.8,,,,,,,,solcast_historic,0,200,671
2024-07-27 12:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,727,,,,,,20,,,,,,,,,,,,2.7,,,,,,,,solcast_historic,0,265,558
2024-07-27 13:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,709,,,,,,21,,,,,,,,,,,,2.7,,,,,,,,solcast_historic,0,301,491
2024-07-27 14:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,619,,,,,,21,,,,,,,,,,,,2.7,,,,,,,,solcast_historic,0,350,339
2024-07-27 15:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,605,,,,,,21,,,,,,,,,,,,2.6,,,,,,,,solcast_historic,0,249,498
2024-07-27 16:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,458,,,,,,21,,,,,,,,,,,,2.6,,,,,,,,solcast_historic,0,270,299
2024-07-27 17:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,336,,,,,,21,,,,,,,,,,,,2.8,,,,,,,,solcast_historic,0,223,230
2024-07-27 18:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,167,,,,,,20,,,,,,,,,,,,2.7,,,,,,,,solcast_historic,0,166,2
2024-07-27 19:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,77,,,,,,20,,,,,,,,,,,,2.2,,,,,,,,solcast_historic,0,77,0
2024-07-27 20:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,16,,,,,,19,,,,,,,,,,,,1.8,,,,,,,,solcast_historic,0,16,0
2024-07-27 21:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,,,19,,,,,,,,,,,,1.9,,,,,,,,solcast_historic,0,0,0
2024-07-27 22:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,,,17,,,,,,,,,,,,2.2,,,,,,,,solcast_historic,0,0,0
2024-07-27 23:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,,,15,,,,,,,,,,,,2.7,,,,,,,,solcast_historic,0,0,0
2024-07-28 00:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,,,14,,,,,,,,,,,,2.8,,,,,,,,solcast_historic,0,0,0
2024-07-28 01:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,,,14,,,,,,,,,,,,2.7,,,,,,,,solcast_historic,0,0,0
2024-07-28 02:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,,,13,,,,,,,,,,,,2.8,,,,,,,,solcast_historic,0,0,0
2024-07-28 03:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,,,13,,,,,,,,,,,,2.9,,,,,,,,solcast_historic,0,0,0
2024-07-28 04:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,,,12,,,,,,,,,,,,2.7,,,,,,,,solcast_historic,0,0,0
2024-07-28 05:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,22,,,,,,13,,,,,,,,,,,,2.6,,,,,,,,solcast_historic,0,12,109
2024-07-28 06:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,131,,,,,,13,,,,,,,,,,,,2.5,,,,,,,,solcast_historic,0,45,462
2024-07-28 07:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,279,,,,,,15,,,,,,,,,,,,2.3,,,,,,,,solcast_historic,0,66,642
2024-07-28 08:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,436,,,,,,17,,,,,,,,,,,,1.8,,,,,,,,solcast_historic,0,80,747
2024-07-28 09:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,581,,,,,,19,,,,,,,,,,,,1.5,,,,,,,,solcast_historic,0,89,813
2024-07-28 10:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,704,,,,,,20,,,,,,,,,,,,1,,,,,,,,solcast_historic,0,93,859
2024-07-28 11:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,792,,,,,,21,,,,,,,,,,,,0.6,,,,,,,,solcast_historic,0,97,883
2024-07-28 12:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,836,,,,,,22,,,,,,,,,,,,0.7,,,,,,,,solcast_historic,0,102,887
2024-07-28 13:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,800,,,,,,23,,,,,,,,,,,,0.7,,,,,,,,solcast_historic,0,160,773
2024-07-28 14:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,742,,,,,,23,,,,,,,,,,,,1,,,,,,,,solcast_historic,0,186,705
2024-07-28 15:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,533,,,,,,23,,,,,,,,,,,,1.8,,,,,,,,solcast_historic,0,323,285
2024-07-28 16:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,433,,,,,,22,,,,,,,,,,,,2.8,,,,,,,,solcast_historic,0,294,234
2024-07-28 17:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,364,,,,,,22,,,,,,,,,,,,3.5,,,,,,,,solcast_historic,0,188,366
2024-07-28 18:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,284,,,,,,21,,,,,,,,,,,,3.7,,,,,,,,solcast_historic,0,71,629
2024-07-28 19:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,137,,,,,,20,,,,,,,,,,,,3.4,,,,,,,,solcast_historic,0,47,460
2024-07-28 20:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,20,,,,,,18,,,,,,,,,,,,3,,,,,,,,solcast_historic,0,16,40
2024-07-28 21:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,,,17,,,,,,,,,,,,3,,,,,,,,solcast_historic,0,0,0
2024-07-28 22:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,,,16,,,,,,,,,,,,3,,,,,,,,solcast_historic,0,0,0
2024-07-28 23:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,,,15,,,,,,,,,,,,3,,,,,,,,solcast_historic,0,0,0
2024-07-29 00:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,,,15,,,,,,,,,,,,3.1,,,,,,,,solcast_historic,0,0,0
2024-07-29 01:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,,,14,,,,,,,,,,,,2.9,,,,,,,,solcast_historic,0,0,0
2024-07-29 02:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,,,14,,,,,,,,,,,,2.7,,,,,,,,solcast_historic,0,0,0
2024-07-29 03:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,,,13,,,,,,,,,,,,2.5,,,,,,,,solcast_historic,0,0,0
2024-07-29 04:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,,,13,,,,,,,,,,,,2.3,,,,,,,,solcast_historic,0,0,0
2024-07-29 05:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,21,,,,,,14,,,,,,,,,,,,2.1,,,,,,,,solcast_historic,0,12,97
2024-07-29 06:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,129,,,,,,15,,,,,,,,,,,,2.4,,,,,,,,solcast_historic,0,45,457
2024-07-29 07:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,277,,,,,,17,,,,,,,,,,,,2.6,,,,,,,,solcast_historic,0,70,625
2024-07-29 08:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,431,,,,,,20,,,,,,,,,,,,2.7,,,,,,,,solcast_historic,0,88,723
2024-07-29 09:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,574,,,,,,21,,,,,,,,,,,,2.9,,,,,,,,solcast_historic,0,99,788
2024-07-29 10:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,696,,,,,,23,,,,,,,,,,,,3.2,,,,,,,,solcast_historic,0,100,840
2024-07-29 11:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,782,,,,,,24,,,,,,,,,,,,3.5,,,,,,,,solcast_historic,0,104,864
2024-07-29 12:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,827,,,,,,24,,,,,,,,,,,,3.8,,,,,,,,solcast_historic,0,106,874
2024-07-29 13:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,828,,,,,,25,,,,,,,,,,,,4.1,,,,,,,,solcast_historic,0,106,874
2024-07-29 14:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,785,,,,,,25,,,,,,,,,,,,4.3,,,,,,,,solcast_historic,0,104,864
2024-07-29 15:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,699,,,,,,25,,,,,,,,,,,,4.4,,,,,,,,solcast_historic,0,101,837
2024-07-29 16:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,575,,,,,,24,,,,,,,,,,,,4.5,,,,,,,,solcast_historic,0,102,777
2024-07-29 17:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,429,,,,,,24,,,,,,,,,,,,4.5,,,,,,,,solcast_historic,0,91,703
2024-07-29 18:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,273,,,,,,23,,,,,,,,,,,,4,,,,,,,,solcast_historic,0,76,585
2024-07-29 19:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,127,,,,,,22,,,,,,,,,,,,3.5,,,,,,,,solcast_historic,0,50,397
2024-07-29 20:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,18,,,,,,20,,,,,,,,,,,,3.2,,,,,,,,solcast_historic,0,15,35
2024-07-29 21:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,,,18,,,,,,,,,,,,3,,,,,,,,solcast_historic,0,0,0
2024-07-29 22:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,,,17,,,,,,,,,,,,2.9,,,,,,,,solcast_historic,0,0,0
2024-07-29 23:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,,,17,,,,,,,,,,,,2.8,,,,,,,,solcast_historic,0,0,0
2024-07-30 00:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,,,16,,,,,,,,,,,,2.5,,,,,,,,solcast_historic,0,0,0
2024-07-30 01:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,,,16,,,,,,,,,,,,2.2,,,,,,,,solcast_historic,0,0,0
2024-07-30 02:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,,,15,,,,,,,,,,,,2.1,,,,,,,,solcast_historic,0,0,0
2024-07-30 03:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,,,15,,,,,,,,,,,,2,,,,,,,,solcast_historic,0,0,0
2024-07-30 04:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,,,15,,,,,,,,,,,,2.1,,,,,,,,solcast_historic,0,0,0
2024-07-30 05:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,16,,,,,,15,,,,,,,,,,,,1.8,,,,,,,,solcast_historic,0,12,42
2024-07-30 06:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,111,,,,,,16,,,,,,,,,,,,1.4,,,,,,,,solcast_historic,0,55,310
2024-07-30 07:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,177,,,,,,19,,,,,,,,,,,,1.1,,,,,,,,solcast_historic,0,121,197
2024-07-30 08:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,385,,,,,,21,,,,,,,,,,,,0.9,,,,,,,,solcast_historic,0,131,528
2024-07-30 09:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,554,,,,,,23,,,,,,,,,,,,1.4,,,,,,,,solcast_historic,0,112,734
2024-07-30 10:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,675,,,,,,24,,,,,,,,,,,,1.7,,,,,,,,solcast_historic,0,120,786
2024-07-30 11:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,762,,,,,,25,,,,,,,,,,,,2.1,,,,,,,,solcast_historic,0,127,812
2024-07-30 12:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,809,,,,,,25,,,,,,,,,,,,2.3,,,,,,,,solcast_historic,0,128,828
2024-07-30 13:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,809,,,,,,25,,,,,,,,,,,,2.5,,,,,,,,solcast_historic,0,130,825
2024-07-30 14:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,766,,,,,,25,,,,,,,,,,,,2.7,,,,,,,,solcast_historic,0,128,812
2024-07-30 15:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,681,,,,,,25,,,,,,,,,,,,2.9,,,,,,,,solcast_historic,0,121,787
2024-07-30 16:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,529,,,,,,24,,,,,,,,,,,,3.3,,,,,,,,solcast_historic,0,158,606
2024-07-30 17:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,273,,,,,,23,,,,,,,,,,,,3.6,,,,,,,,solcast_historic,0,202,144
2024-07-30 18:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,75,,,,,,22,,,,,,,,,,,,3.4,,,,,,,,solcast_historic,0,75,0
2024-07-30 19:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,39,,,,,,21,,,,,,,,,,,,3.1,,,,,,,,solcast_historic,0,37,17
2024-07-30 20:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,15,,,,,,20,,,,,,,,,,,,2.9,,,,,,,,solcast_historic,0,13,23
2024-07-30 21:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,,,18,,,,,,,,,,,,2.7,,,,,,,,solcast_historic,0,0,0
2024-07-30 22:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,,,17,,,,,,,,,,,,2.8,,,,,,,,solcast_historic,0,0,0
2024-07-30 23:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,,,17,,,,,,,,,,,,3,,,,,,,,solcast_historic,0,0,0
2024-07-31 00:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,,,16,,,,,,,,,,,,3,,,,,,,,solcast_historic,0,0,0
2024-07-31 01:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,,,16,,,,,,,,,,,,3.1,,,,,,,,solcast_historic,0,0,0
2024-07-31 02:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,,,16,,,,,,,,,,,,3.1,,,,,,,,solcast_historic,0,0,0
2024-07-31 03:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,,,16,,,,,,,,,,,,3,,,,,,,,solcast_historic,0,0,0
2024-07-31 04:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,,,16,,,,,,,,,,,,2.9,,,,,,,,solcast_historic,0,0,0
2024-07-31 05:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,12,,,,,,16,,,,,,,,,,,,3.2,,,,,,,,solcast_historic,0,12,1
2024-07-31 06:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,53,,,,,,17,,,,,,,,,,,,3.4,,,,,,,,solcast_historic,0,53,1
2024-07-31 07:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,227,,,,,,18,,,,,,,,,,,,3.7,,,,,,,,solcast_historic,0,99,368
2024-07-31 08:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,408,,,,,,20,,,,,,,,,,,,4.1,,,,,,,,solcast_historic,0,104,647
2024-07-31 09:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,551,,,,,,21,,,,,,,,,,,,4.4,,,,,,,,solcast_historic,0,119,724
2024-07-31 10:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,672,,,,,,22,,,,,,,,,,,,4.4,,,,,,,,solcast_historic,0,127,772
2024-07-31 11:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,759,,,,,,23,,,,,,,,,,,,4.5,,,,,,,,solcast_historic,0,130,805
2024-07-31 12:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,804,,,,,,23,,,,,,,,,,,,4.8,,,,,,,,solcast_historic,0,132,820
2024-07-31 13:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,806,,,,,,23,,,,,,,,,,,,4.8,,,,,,,,solcast_historic,0,129,825
2024-07-31 14:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,763,,,,,,23,,,,,,,,,,,,4.9,,,,,,,,solcast_historic,0,126,813
2024-07-31 15:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,677,,,,,,23,,,,,,,,,,,,4.9,,,,,,,,solcast_historic,0,123,781
2024-07-31 16:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,558,,,,,,22,,,,,,,,,,,,4.9,,,,,,,,solcast_historic,0,115,734
2024-07-31 17:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,415,,,,,,22,,,,,,,,,,,,4.7,,,,,,,,solcast_historic,0,101,660
2024-07-31 18:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,257,,,,,,21,,,,,,,,,,,,4.3,,,,,,,,solcast_historic,0,87,515
2024-07-31 19:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,112,,,,,,20,,,,,,,,,,,,3.7,,,,,,,,solcast_historic,0,57,283
2024-07-31 20:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,13,,,,,,18,,,,,,,,,,,,3.2,,,,,,,,solcast_historic,0,11,14
2024-07-31 21:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,,,17,,,,,,,,,,,,3.3,,,,,,,,solcast_historic,0,0,0
2024-07-31 22:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,,,17,,,,,,,,,,,,3.5,,,,,,,,solcast_historic,0,0,0
2024-07-31 23:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,,,17,,,,,,,,,,,,3.6,,,,,,,,solcast_historic,0,0,0
2024-08-01 00:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,,,17,,,,,,,,,,,,3.7,,,,,,,,solcast_historic,0,0,0
2024-08-01 01:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,,,16,,,,,,,,,,,,3.6,,,,,,,,solcast_historic,0,0,0
2024-08-01 02:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,,,16,,,,,,,,,,,,3.6,,,,,,,,solcast_historic,0,0,0
2024-08-01 03:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,,,16,,,,,,,,,,,,3.7,,,,,,,,solcast_historic,0,0,0
2024-08-01 04:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,,,16,,,,,,,,,,,,3.5,,,,,,,,solcast_historic,0,0,0
2024-08-01 05:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,6,,,,,,16,,,,,,,,,,,,3.1,,,,,,,,solcast_historic,0,6,0
2024-08-01 06:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,73,,,,,,17,,,,,,,,,,,,3.2,,,,,,,,solcast_historic,0,63,51
2024-08-01 07:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,137,,,,,,18,,,,,,,,,,,,3.6,,,,,,,,solcast_historic,0,135,7
2024-08-01 08:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,206,,,,,,19,,,,,,,,,,,,3.7,,,,,,,,solcast_historic,0,205,4
2024-08-01 09:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,135,,,,,,19,,,,,,,,,,,,3.3,,,,,,,,solcast_historic,0,135,0
2024-08-01 10:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,378,,,,,,20,,,,,,,,,,,,2.8,,,,,,,,solcast_historic,0,363,21
2024-08-01 11:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,423,,,,,,21,,,,,,,,,,,,2.2,,,,,,,,solcast_historic,0,358,82
2024-08-01 12:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,717,,,,,,22,,,,,,,,,,,,1.9,,,,,,,,solcast_historic,0,245,576
2024-08-01 13:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,786,,,,,,23,,,,,,,,,,,,2.3,,,,,,,,solcast_historic,0,153,774
2024-08-01 14:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,742,,,,,,23,,,,,,,,,,,,3,,,,,,,,solcast_historic,0,156,751
