time,site_id,p_ac_kw,p_dc_kw,p_dc_stc_kw,poa_total_wm2,t_cell_c,tier_used,fit_quality,source,quality
2024-08-20 23:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,0,28399.68,0,14,3,low,physics_sdm,0
2024-08-21 00:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,0,28399.68,0,14,3,low,physics_sdm,0
2024-08-21 01:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,-0,-0,28399.68,0,13,3,low,physics_sdm,0
2024-08-21 02:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,-0,-0,28399.68,0,13,3,low,physics_sdm,0
2024-08-21 03:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,-0,-0,28399.68,0,13,3,low,physics_sdm,0
2024-08-21 04:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,-0,-0,28399.68,0,12,3,low,physics_sdm,0
2024-08-21 05:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,-0,-0,28399.68,0,12,3,low,physics_sdm,0
2024-08-21 06:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,1550.0690590359027,1602.1905610537672,28399.68,58.81586866073196,14.028133402094205,3,low,physics_sdm,0
2024-08-21 07:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,7045.041228860046,7281.932694105056,28399.68,262.1758612711896,22.04054694038585,3,low,physics_sdm,0
2024-08-21 08:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,12428.135256128771,12846.034751028375,28399.68,470.4572446716402,30.222663609366904,3,low,physics_sdm,0
2024-08-21 09:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,16844.039875312836,17410.425387772622,28399.68,654.6187936658204,38.57306185054553,3,low,physics_sdm,0
2024-08-21 10:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,19660,20617.475722665124,28399.68,791.3756852576412,44.28881673302211,3,low,physics_sdm,0
2024-08-21 11:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,19660,21251.31984404561,28399.68,821.7568738324022,46.33644392525525,3,low,physics_sdm,0
2024-08-21 12:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,19660,20498.12882082098,28399.68,792.0608042187506,46.312441524784504,3,low,physics_sdm,0
2024-08-21 13:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,14234.797092463348,14713.44609268285,28399.68,553.9795216365918,39.102742125399715,3,low,physics_sdm,0
2024-08-21 14:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,15817.966242453318,16349.849744429244,28399.68,620.2230818532387,41.387002822525474,3,low,physics_sdm,0
2024-08-21 15:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,9595.200041911963,9917.84130452602,28399.68,368.3150306187182,33.70051829719718,3,low,physics_sdm,0
2024-08-21 16:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,9119.756357929744,9426.410694806782,28399.68,349.6284558558964,33.05615365020333,3,low,physics_sdm,0
2024-08-21 17:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,5635.383148685819,5824.874470019822,28399.68,214.3927993445449,27.392855149811894,3,low,physics_sdm,0
2024-08-21 18:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,3101.5501883260677,3205.840673615731,28399.68,118.81262114864704,24.096986936160242,3,low,physics_sdm,0
2024-08-21 19:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,795.3040280293378,822.0463465474103,28399.68,31.58559202292358,20.089158345618053,3,low,physics_sdm,0
2024-08-21 20:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,-0,-0,28399.68,0,18,3,low,physics_sdm,0
2024-08-21 21:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,3.225987501098743e-42,3.334462225542765e-42,28399.68,0,17,3,low,physics_sdm,0
2024-08-21 22:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,3.225987501098743e-42,3.334462225542765e-42,28399.68,0,17,3,low,physics_sdm,0
2024-08-21 23:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,-0,-0,28399.68,0,16,3,low,physics_sdm,0
2024-08-22 00:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,-0,-0,28399.68,0,16,3,low,physics_sdm,0
2024-08-22 01:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,0,28399.68,0,15,3,low,physics_sdm,0
2024-08-22 02:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,0,28399.68,0,15,3,low,physics_sdm,0
2024-08-22 03:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,0,28399.68,0,15,3,low,physics_sdm,0
2024-08-22 04:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,0,28399.68,0,15,3,low,physics_sdm,0
2024-08-22 05:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,0,28399.68,0,15,3,low,physics_sdm,0
2024-08-22 06:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,331.15840865178376,342.29370198865763,28399.68,13.446017045011004,16.46365576017279,3,low,physics_sdm,0
2024-08-22 07:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,331.15840865178376,342.29370198865763,28399.68,13.446017045011004,16.46365576017279,3,low,physics_sdm,0
2024-08-22 08:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,1114.3105194313362,1151.7795196984544,28399.68,43.44097814542017,18.497964763635178,3,low,physics_sdm,0
2024-08-22 09:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,5627.984635702862,5817.227179985854,28399.68,212.0333457097889,24.311494679647893,3,low,physics_sdm,0
2024-08-22 10:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,6968.503896858724,7202.821773087751,28399.68,264.37322989909313,28.11631827238252,3,low,physics_sdm,0
2024-08-22 11:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,6171.66331294513,6379.187203538317,28399.68,234.78814378596135,28.09614288917108,3,low,physics_sdm,0
2024-08-22 12:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,5709.440139741348,5901.421647939114,28399.68,217.2048907271008,27.48982381817589,3,low,physics_sdm,0
2024-08-22 13:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,4643.953860130792,4800.108096666696,28399.68,176.86683959206783,26.09885653765751,3,low,physics_sdm,0
2024-08-22 14:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,5245.81109357772,5422.202946511878,28399.68,199.62163766824028,26.8835047471807,3,low,physics_sdm,0
2024-08-22 15:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,2499.460604939253,2583.505660999492,28399.68,96.1907373220018,23.31692197662075,3,low,physics_sdm,0
2024-08-22 16:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,5600.472863219327,5788.79031652224,28399.68,213.0676547132513,27.347160507353493,3,low,physics_sdm,0
2024-08-22 17:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,3103.4841498206924,3207.8396651019916,28399.68,118.8852800623688,24.09949241594375,3,low,physics_sdm,0
2024-08-22 18:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,2035.0026559778828,2103.4301846880435,28399.68,78.72000476721381,22.714482923007374,3,low,physics_sdm,0
2024-08-22 19:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,619.7592066252506,640.5987818366928,28399.68,24.929285845931993,20.85963054641145,3,low,physics_sdm,0
2024-08-22 20:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,-0,-0,28399.68,0,19,3,low,physics_sdm,0
2024-08-22 21:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,-0,-0,28399.68,0,19,3,low,physics_sdm,0
2024-08-22 22:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,-0,-0,28399.68,0,19,3,low,physics_sdm,0
2024-08-22 23:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,-0,-0,28399.68,0,18,3,low,physics_sdm,0
2024-08-23 00:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,-0,-0,28399.68,0,18,3,low,physics_sdm,0
2024-08-23 01:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,3.225987501098743e-42,3.334462225542765e-42,28399.68,0,17,3,low,physics_sdm,0
2024-08-23 02:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,3.225987501098743e-42,3.334462225542765e-42,28399.68,0,17,3,low,physics_sdm,0
2024-08-23 03:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,3.225987501098743e-42,3.334462225542765e-42,28399.68,0,17,3,low,physics_sdm,0
2024-08-23 04:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,3.225987501098743e-42,3.334462225542765e-42,28399.68,0,17,3,low,physics_sdm,0
2024-08-23 05:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,3.225987501098743e-42,3.334462225542765e-42,28399.68,0,17,3,low,physics_sdm,0
2024-08-23 06:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,147.28279406563297,152.23521886460497,28399.68,6.205854020774309,17.213994966233596,3,low,physics_sdm,0
2024-08-23 07:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,1803.7366440655387,1864.387788984096,28399.68,69.29870323197979,19.389610456275165,3,low,physics_sdm,0
2024-08-23 08:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,8468.557999622712,8753.315611093436,28399.68,320.9907544446112,29.06864670498659,3,low,physics_sdm,0
2024-08-23 09:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,16049.347923897994,16589.01169908563,28399.68,627.8091419471878,40.64859110162716,3,low,physics_sdm,0
2024-08-23 10:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,19035.607263445545,19675.684837157038,28399.68,756.7190177614052,45.0937592331519,3,low,physics_sdm,0
2024-08-23 11:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,19660,22495.926537347263,28399.68,883.2180650576207,50.45579534681451,3,low,physics_sdm,0
2024-08-23 12:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,19660,23335.586408116993,28399.68,921.1872348253327,51.76507706294251,3,low,physics_sdm,0
2024-08-23 13:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,19660,22581.205843371245,28399.68,890.4698164303152,51.70585573897638,3,low,physics_sdm,0
2024-08-23 14:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,19660,20696.44389962507,28399.68,806.6413099497719,48.815217584474894,3,low,physics_sdm,0
2024-08-23 15:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,16878.63354976032,17446.182284117876,28399.68,670.1997040840959,45.11033462358951,3,low,physics_sdm,0
2024-08-23 16:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,11471.03805994436,11856.754896173747,28399.68,444.4578621431628,37.32613317735044,3,low,physics_sdm,0
2024-08-23 17:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,7408.201509119377,7657.304339509704,28399.68,283.0533694804361,30.760461016566765,3,low,physics_sdm,0
2024-08-23 18:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,3241.5798005434885,3350.5788203808256,28399.68,124.48585166547491,25.29261557467155,3,low,physics_sdm,0
2024-08-23 19:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,649.5555451733852,671.3970305324485,28399.68,25.987671183280565,19.896126592526915,3,low,physics_sdm,0
2024-08-23 20:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,-0,-0,28399.68,0,18,3,low,physics_sdm,0
2024-08-23 21:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,3.225987501098743e-42,3.334462225542765e-42,28399.68,0,17,3,low,physics_sdm,0
2024-08-23 22:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,3.225987501098743e-42,3.334462225542765e-42,28399.68,0,17,3,low,physics_sdm,0
2024-08-23 23:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,-0,-0,28399.68,0,16,3,low,physics_sdm,0
2024-08-24 00:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,-0,-0,28399.68,0,16,3,low,physics_sdm,0
2024-08-24 01:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,-0,-0,28399.68,0,16,3,low,physics_sdm,0
2024-08-24 02:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,0,28399.68,0,15,3,low,physics_sdm,0
2024-08-24 03:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,0,28399.68,0,15,3,low,physics_sdm,0
2024-08-24 04:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,0,28399.68,0,15,3,low,physics_sdm,0
2024-08-24 05:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,0,28399.68,0,15,3,low,physics_sdm,0
2024-08-24 06:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,227.5850902127887,235.23770199135012,28399.68,9.308781031161464,14.320992449350396,3,low,physics_sdm,0
2024-08-24 07:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,822.6736074622405,850.3362356796288,28399.68,32.06357910733393,15.105640658873584,3,low,physics_sdm,0
2024-08-24 08:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,1181.6781404293577,1221.412395636776,28399.68,45.50959615234494,15.569296419046378,3,low,physics_sdm,0
2024-08-24 09:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,2270.3084070097343,2346.6481568598037,28399.68,85.84764728737795,16.960263699564756,3,low,physics_sdm,0
2024-08-24 10:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,2598.078981579307,2685.4401079056283,28399.68,98.25935532892656,18.38825363203195,3,low,physics_sdm,0
2024-08-24 11:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,4233.0902161921695,4375.429048748631,28399.68,159.28358653320728,21.49253746666232,3,low,physics_sdm,0
2024-08-24 12:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,4233.0902161921695,4375.429048748631,28399.68,159.28358653320728,21.49253746666232,3,low,physics_sdm,0
2024-08-24 13:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,3787.886180953054,3915.254904348373,28399.68,142.73464247780913,20.92188422337273,3,low,physics_sdm,0
2024-08-24 14:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,2896.0474031991353,2993.427800343221,28399.68,109.6367543670128,19.780577736793546,3,low,physics_sdm,0
2024-08-24 15:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,3325.214507898457,3437.0257679664824,28399.68,125.15138941894858,19.315565152377538,3,low,physics_sdm,0
2024-08-24 16:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,2765.868251869293,2858.8713389450504,28399.68,104.46520934970088,18.602248598265547,3,low,physics_sdm,0
2024-08-24 17:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,1593.4900890383726,1647.0716352327845,28399.68,61.02423120428071,17.10428383463037,3,low,physics_sdm,0
2024-08-24 18:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,2110.167246734815,2181.1222056558886,28399.68,80.46568250764882,18.774678707160305,3,low,physics_sdm,0
2024-08-24 19:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,724.5675760137871,748.9313617142583,28399.68,28.46467226151135,15.981540422810737,3,low,physics_sdm,0
2024-08-24 20:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,0,28399.68,0,15,3,low,physics_sdm,0
2024-08-24 21:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,0,28399.68,0,14,3,low,physics_sdm,0
2024-08-24 22:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,-0,-0,28399.68,0,13,3,low,physics_sdm,0
2024-08-24 23:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,-0,-0,28399.68,0,12,3,low,physics_sdm,0
2024-08-25 00:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,-0,-0,28399.68,0,12,3,low,physics_sdm,0
2024-08-25 01:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,1.1473174822432668e-43,1.1858963507893351e-43,28399.68,0,11,3,low,physics_sdm,0
2024-08-25 02:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,1.1473174822432668e-43,1.1858963507893351e-43,28399.68,0,11,3,low,physics_sdm,0
2024-08-25 03:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,1.1473174822432668e-43,1.1858963507893351e-43,28399.68,0,11,3,low,physics_sdm,0
2024-08-25 04:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,-0,-0,28399.68,0,10,3,low,physics_sdm,0
2024-08-25 05:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,-0,-0,28399.68,0,10,3,low,physics_sdm,0
2024-08-25 06:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,1454.8709396183117,1503.7913784677992,28399.68,54.9381325165373,11.894418362639218,3,low,physics_sdm,0
2024-08-25 07:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,6656.913543700088,6880.75410788535,28399.68,246.0838210215749,19.485649000743962,3,low,physics_sdm,0
2024-08-25 08:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,12053.31439505879,12458.610434549286,28399.68,454.1483503490216,28.66028794306971,3,low,physics_sdm,0
2024-08-25 09:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,16577.607678513697,17135.03433446181,28399.68,641.1675506581796,37.10922588476481,3,low,physics_sdm,0
2024-08-25 10:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,19660,20552.34307706849,28399.68,785.7081171110303,43.09338334865622,3,low,physics_sdm,0
2024-08-25 11:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,19660,22607.855776209115,28399.68,881.4921595053269,48.39628136225265,3,low,physics_sdm,0
2024-08-25 12:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,19660,22401.48866827961,28399.68,872.3186747080188,48.07995430027651,3,low,physics_sdm,0
2024-08-25 13:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,18609.315025278087,19235.05840425011,28399.68,737.96488613085,44.44706503899483,3,low,physics_sdm,0
2024-08-25 14:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,17454.774959871524,18041.696608935446,28399.68,690.2464854587497,43.801602946853436,3,low,physics_sdm,0
2024-08-25 15:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,11120.605344030944,11494.538782996104,28399.68,427.45467080196664,34.739816234550574,3,low,physics_sdm,0
2024-08-25 16:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,6219.046733597522,6428.163904851818,28399.68,235.82245278942375,27.13180871687668,3,low,physics_sdm,0
2024-08-25 17:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,5768.042675361515,5961.994710072777,28399.68,218.7158827822962,26.54192699249297,3,low,physics_sdm,0
2024-08-25 18:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,2832.3616847951166,2927.6006319947924,28399.68,107.98180304351982,21.723510449776544,3,low,physics_sdm,0
2024-08-25 19:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,354.93348610546326,366.8682230156754,28399.68,14.480326048473389,18.49932158787839,3,low,physics_sdm,0
2024-08-25 20:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,3.225987501098743e-42,3.334462225542765e-42,28399.68,0,17,3,low,physics_sdm,0
2024-08-25 21:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,-0,-0,28399.68,0,16,3,low,physics_sdm,0
2024-08-25 22:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,-0,-0,28399.68,0,16,3,low,physics_sdm,0
2024-08-25 23:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,0,28399.68,0,15,3,low,physics_sdm,0
2024-08-26 00:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,0,28399.68,0,15,3,low,physics_sdm,0
2024-08-26 01:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,0,28399.68,0,15,3,low,physics_sdm,0
2024-08-26 02:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,0,28399.68,0,14,3,low,physics_sdm,0
2024-08-26 03:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,0,28399.68,0,14,3,low,physics_sdm,0
2024-08-26 04:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,0,28399.68,0,14,3,low,physics_sdm,0
2024-08-26 05:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,0,28399.68,0,14,3,low,physics_sdm,0
2024-08-26 06:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,613.4824324341641,634.1109493725835,28399.68,24.158426937332024,14.833049204735588,3,low,physics_sdm,0
2024-08-26 07:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,4205.64344022534,4347.059367327622,28399.68,157.24686543499743,19.422305704655084,3,low,physics_sdm,0
2024-08-26 08:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,9140.72162779421,9448.080927685105,28399.68,344.7357604545485,27.887440015674088,3,low,physics_sdm,0
2024-08-26 09:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,15462.880614183861,15982.824263427114,28399.68,598.957297124913,37.65369990085907,3,low,physics_sdm,0
2024-08-26 10:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,16318.311465155452,16867.019214014235,28399.68,639.1937165720848,41.041162640416715,3,low,physics_sdm,0
2024-08-26 11:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,18191.30582335756,18802.993526981198,28399.68,722.303818951904,44.90702823972083,3,low,physics_sdm,0
2024-08-26 12:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,19660,20917.912346484,28399.68,816.3570862978542,49.15024435509842,3,low,physics_sdm,0
2024-08-26 13:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,19471.13400298684,20125.85628410766,28399.68,781.7671569133829,47.957488169426995,3,low,physics_sdm,0
2024-08-26 14:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,18370.755052188382,18988.476785901254,28399.68,735.5295607766718,47.36308830264386,3,low,physics_sdm,0
2024-08-26 15:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,14765.025939514211,15261.504031773446,28399.68,580.0500701276765,42.001726556126776,3,low,physics_sdm,0
2024-08-26 16:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,8788.271626068163,9083.779696899892,28399.68,337.77234757021444,33.6473223300074,3,low,physics_sdm,0
2024-08-26 17:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,5979.24244922171,6180.29613490475,28399.68,228.96085061354174,29.895201745294543,3,low,physics_sdm,0
2024-08-26 18:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,2821.3663257507633,2916.235550953037,28399.68,108.64808117482009,24.74648555775242,3,low,physics_sdm,0
2024-08-26 19:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,511.2274075163408,528.4175708817224,28399.68,20.63858783380885,19.711675442545133,3,low,physics_sdm,0
2024-08-26 20:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,3.225987501098743e-42,3.334462225542765e-42,28399.68,0,17,3,low,physics_sdm,0
2024-08-26 21:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,3.225987501098743e-42,3.334462225542765e-42,28399.68,0,17,3,low,physics_sdm,0
2024-08-26 22:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,-0,-0,28399.68,0,16,3,low,physics_sdm,0
2024-08-26 23:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,-0,-0,28399.68,0,16,3,low,physics_sdm,0
2024-08-27 00:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,0,28399.68,0,15,3,low,physics_sdm,0
2024-08-27 01:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,0,28399.68,0,15,3,low,physics_sdm,0
2024-08-27 02:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,0,28399.68,0,14,3,low,physics_sdm,0
2024-08-27 03:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,0,28399.68,0,14,3,low,physics_sdm,0
2024-08-27 04:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,0,28399.68,0,14,3,low,physics_sdm,0
2024-08-27 05:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,0,28399.68,0,14,3,low,physics_sdm,0
2024-08-27 06:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,1058.483015349129,1094.0748003078643,28399.68,40.90873375900642,15.410645991689876,3,low,physics_sdm,0
2024-08-27 07:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,4493.8299152670415,4644.9361925204,28399.68,168.44523330852587,20.80845632098365,3,low,physics_sdm,0
2024-08-27 08:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,9364.312541459749,9679.19014783503,28399.68,354.51903541061824,29.224794324504078,3,low,physics_sdm,0
2024-08-27 09:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,13142.297220480292,13584.210609502254,28399.68,507.31864257900077,36.49374629582761,3,low,physics_sdm,0
2024-08-27 10:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,18650.091234882766,19277.205725211927,28399.68,742.453660259915,45.60185035379017,3,low,physics_sdm,0
2024-08-27 11:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,19660,20494.34047817435,28399.68,800.8000340062954,49.61379427607915,3,low,physics_sdm,0
2024-08-27 12:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,19660,21200.71608458768,28399.68,831.9590426769095,50.688242850927914,3,low,physics_sdm,0
2024-08-27 13:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,19660,21557.77159103307,28399.68,851.1004977054035,52.34829302432426,3,low,physics_sdm,0
2024-08-27 14:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,15299.381933054028,15813.82789379834,28399.68,604.7294330477099,43.85273907061068,3,low,physics_sdm,0
2024-08-27 15:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,10672.82010315622,11031.696639204849,28399.68,413.79129884625513,37.26866547745708,3,low,physics_sdm,0
2024-08-27 16:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,11402.218143419856,11785.620890869073,28399.68,443.1870301059501,38.2823113829638,3,low,physics_sdm,0
2024-08-27 17:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,7149.7809519389075,7390.194319421744,28399.68,274.9006293917074,32.479332047989914,3,low,physics_sdm,0
2024-08-27 18:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,2623.472991617489,2711.6879985743094,28399.68,101.52922891897545,25.501007893757773,3,low,physics_sdm,0
