time,site_id,p_ac_kw,p_dc_kw,p_dc_stc_kw,poa_total_wm2,t_cell_c,tier_used,fit_quality,source,quality
2025-01-24 21:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,,,28399.68,-0.666666666666667,4.55748,3,low,physics_sdm,0
2025-01-24 22:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,,,28399.68,-0.833333333333333,3.46330833333333,3,low,physics_sdm,0
2025-01-24 23:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,,,28399.68,-1,2.9666366666666697,3,low,physics_sdm,0
2025-01-25 00:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,,,28399.68,-0.5,3.3649850000000003,3,low,physics_sdm,0
2025-01-25 01:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,-0,-0,28399.68,0,3.96833333333333,3,low,physics_sdm,0
2025-01-25 02:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,-0,-0,28399.68,0,4.76166666666667,3,low,physics_sdm,0
2025-01-25 03:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,-0,-0,28399.68,0,5.515,3,low,physics_sdm,0
2025-01-25 04:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,,,28399.68,-0.166666666666667,5.93082833333333,3,low,physics_sdm,0
2025-01-25 05:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,-0,-0,28399.68,0,4.85666666666667,3,low,physics_sdm,0
2025-01-25 06:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,,,28399.68,-0.25,3.6874925,3,low,physics_sdm,0
2025-01-25 07:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,,,28399.68,-0.0833333333333333,2.7324975,3,low,physics_sdm,0
2025-01-25 08:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,33.69688871399268,34.82995594274861,28399.68,1.41666666666667,1.4875425,3,low,physics_sdm,0
2025-01-25 09:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,3230.2087727044145,3338.8254385769364,28399.68,115.083333333333,1.31178583333333,3,low,physics_sdm,0
2025-01-25 10:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,8442.131280674166,8726.000286390863,28399.68,298.25,5.7714475,3,low,physics_sdm,0
2025-01-25 11:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,11880.16663641126,12279.640534495136,28399.68,422.416666666667,9.35933916666667,3,low,physics_sdm,0
2025-01-25 12:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,13568.86991929466,14025.126933623129,28399.68,485.25,11.5812241666667,3,low,physics_sdm,0
2025-01-25 13:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,13582.485036963604,14039.19986339981,28399.68,487.25,12.6454508333333,3,low,physics_sdm,0
2025-01-25 14:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,9231.132044408907,9541.531419633575,28399.68,329.75,10.0182258333333,3,low,physics_sdm,0
2025-01-25 15:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,7595.124710244099,7850.5128851149275,28399.68,272,9.821493333333331,3,low,physics_sdm,0
2025-01-25 16:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,1884.2735191219456,1947.6327388009756,28399.68,69,5.02540333333333,3,low,physics_sdm,0
2025-01-25 17:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,46.5018426207752,48.06547997606869,28399.68,1.91666666666667,-0.15410916666666702,3,low,physics_sdm,0
2025-01-25 18:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,,,28399.68,-2.25,-1.8884008333333302,3,low,physics_sdm,0
2025-01-25 19:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,,,28399.68,-0.416666666666667,-2.05167916666667,3,low,physics_sdm,0
2025-01-25 20:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,,,28399.68,-0.583333333333333,-1.18335083333333,3,low,physics_sdm,0
2025-01-25 21:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,,,28399.68,-0.333333333333333,-1.16501,3,low,physics_sdm,0
2025-01-25 22:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,,,28399.68,-0.25,-0.6925075,3,low,physics_sdm,0
2025-01-25 23:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,,,28399.68,-0.75,-1.19168916666667,3,low,physics_sdm,0
2025-01-26 00:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,,,28399.68,-1.83333333333333,-2.6400550000000003,3,low,physics_sdm,0
2025-01-26 01:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,,,28399.68,-0.833333333333333,-4.0200249999999995,3,low,physics_sdm,0
2025-01-26 02:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,,,28399.68,-1.16666666666667,-3.552535,3,low,physics_sdm,0
2025-01-26 03:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,,,28399.68,-1.08333333333333,-3.3800325,3,low,physics_sdm,0
2025-01-26 04:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,,,28399.68,-1.41666666666667,-3.1242091666666703,3,low,physics_sdm,0
2025-01-26 05:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,,,28399.68,-2,-3.1933933333333298,3,low,physics_sdm,0
2025-01-26 06:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,,,28399.68,-0.916666666666667,-2.6175275,3,low,physics_sdm,0
2025-01-26 07:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,,,28399.68,-1.25,-2.0750375,3,low,physics_sdm,0
2025-01-26 08:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,144.71530537354394,149.5813976531579,28399.68,5.66666666666667,-2.02733,3,low,physics_sdm,0
2025-01-26 09:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,3559.305671703973,3678.988312079558,28399.68,126.166666666667,0.48878499999999997,3,low,physics_sdm,0
2025-01-26 10:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,2995.4498814705935,3096.172714515586,28399.68,107.333333333333,2.51822,3,low,physics_sdm,0
2025-01-26 11:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,4598.2088229937035,4752.8248699686,28399.68,164,4.77158666666667,3,low,physics_sdm,0
2025-01-26 12:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,4205.659951329624,4347.0764336223665,28399.68,150.833333333333,5.87535833333333,3,low,physics_sdm,0
2025-01-26 13:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,2792.453737826632,2886.3507692411226,28399.68,101.166666666667,5.464701666666669,3,low,physics_sdm,0
2025-01-26 14:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,1454.7916693363231,1503.7094427005932,28399.68,53.75,5.17994583333333,3,low,physics_sdm,0
2025-01-26 15:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,904.4760968963518,934.8893565086782,28399.68,33.9166666666667,4.74518416666667,3,low,physics_sdm,0
2025-01-26 16:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,211.22474689939003,218.32723759653805,28399.68,8.33333333333333,3.90608333333333,3,low,physics_sdm,0
2025-01-26 17:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,19.14884720004797,19.792732498034535,28399.68,0.833333333333333,4.01085833333333,3,low,physics_sdm,0
2025-01-26 18:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,-0,-0,28399.68,0,4.30583333333333,3,low,physics_sdm,0
2025-01-26 19:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,-0,-0,28399.68,0,4.74583333333333,3,low,physics_sdm,0
2025-01-26 20:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,-0,-0,28399.68,0,5.5025,3,low,physics_sdm,0
2025-01-26 21:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,-0,-0,28399.68,0,5.74916666666667,3,low,physics_sdm,0
2025-01-26 22:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,-0,-0,28399.68,0,6.04,3,low,physics_sdm,0
2025-01-26 23:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,0,28399.68,0,6.56666666666667,3,low,physics_sdm,0
2025-01-27 00:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,-0,-0,28399.68,0,6.55583333333333,3,low,physics_sdm,0
2025-01-27 01:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,-0,-0,28399.68,0,7.11416666666667,3,low,physics_sdm,0
2025-01-27 02:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,-0,-0,28399.68,0,7.06416666666667,3,low,physics_sdm,0
2025-01-27 03:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,1.5114286637284808e-43,1.5622508717373162e-43,28399.68,0,7.18333333333333,3,low,physics_sdm,0
2025-01-27 04:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,6.278324182744072e-43,6.489434574666374e-43,28399.68,0,7.425,3,low,physics_sdm,0
2025-01-27 05:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,0,28399.68,0,5.9475,3,low,physics_sdm,0
2025-01-27 06:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,,,28399.68,-0.0833333333333333,5.11666416666667,3,low,physics_sdm,0
2025-01-27 07:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,,,28399.68,-0.916666666666667,4.6149725,3,low,physics_sdm,0
2025-01-27 08:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,74.90956396484272,77.42841882914104,28399.68,3.08333333333333,4.27675916666667,3,low,physics_sdm,0
2025-01-27 09:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,2642.8681618277606,2731.735336762103,28399.68,95.9166666666667,5.50871083333333,3,low,physics_sdm,0
2025-01-27 10:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,7184.432410647915,7426.010943040338,28399.68,257,9.08937666666667,3,low,physics_sdm,0
2025-01-27 11:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,5134.356179951734,5307.000330503475,28399.68,185,9.088049999999999,3,low,physics_sdm,0
2025-01-27 12:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,9044.741697571024,9348.873645688373,28399.68,323.666666666667,10.5255433333333,3,low,physics_sdm,0
2025-01-27 13:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,12582.210404227177,13005.290718713948,28399.68,451.25,12.4410375,3,low,physics_sdm,0
2025-01-27 14:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,1212.0560570599985,1252.8117781393614,28399.68,45.4166666666667,7.61219583333333,3,low,physics_sdm,0
2025-01-27 15:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,2846.2479481114838,2941.9538247664927,28399.68,103.416666666667,6.5956025,3,low,physics_sdm,0
2025-01-27 16:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,1509.1678880830261,1559.9140768837628,28399.68,56,6.902513333333331,3,low,physics_sdm,0
2025-01-27 17:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,129.81689807126006,134.18202727329864,28399.68,5.25,5.418490833333331,3,low,physics_sdm,0
2025-01-27 18:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,,,28399.68,-0.916666666666667,4.1458058333333305,3,low,physics_sdm,0
2025-01-27 19:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,,,28399.68,-0.833333333333333,4.12580833333333,3,low,physics_sdm,0
2025-01-27 20:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,,,28399.68,-0.833333333333333,4.89414166666667,3,low,physics_sdm,0
2025-01-27 21:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,,,28399.68,-0.166666666666667,5.63916166666667,3,low,physics_sdm,0
2025-01-27 22:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,,,28399.68,-0.5,5.657484999999999,3,low,physics_sdm,0
2025-01-27 23:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,,,28399.68,-0.166666666666667,5.56416166666667,3,low,physics_sdm,0
2025-01-28 00:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,-0,-0,28399.68,0,6.17666666666667,3,low,physics_sdm,0
2025-01-28 01:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,,,28399.68,-0.333333333333333,5.998323333333331,3,low,physics_sdm,0
2025-01-28 02:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,-0,-0,28399.68,0,6.56333333333333,3,low,physics_sdm,0
2025-01-28 03:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,3.477209903072453e-43,3.594132050458747e-43,28399.68,0,7.04416666666667,3,low,physics_sdm,0
2025-01-28 04:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,1.2041870919325906e-43,1.2446782168771066e-43,28399.68,0,6.98333333333333,3,low,physics_sdm,0
2025-01-28 05:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,-0,-0,28399.68,0,6.9625,3,low,physics_sdm,0
2025-01-28 06:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,-0,-0,28399.68,0,7.1075,3,low,physics_sdm,0
2025-01-28 07:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,0,28399.68,0,6.90083333333333,3,low,physics_sdm,0
2025-01-28 08:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,51.35949240033783,53.08646957672614,28399.68,2.16666666666667,6.50589833333333,3,low,physics_sdm,0
2025-01-28 09:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,1937.3180385468343,2002.4608949032913,28399.68,71.5,7.7838116666666695,3,low,physics_sdm,0
2025-01-28 10:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,2183.5639965244873,2256.9869415136445,28399.68,80.4166666666667,8.32157916666667,3,low,physics_sdm,0
2025-01-28 11:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,1687.6402880533446,1744.3876608019575,28399.68,62.6666666666667,8.28021333333333,3,low,physics_sdm,0
2025-01-28 12:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,2554.967620854315,2640.8791157194305,28399.68,93.6666666666667,8.43031,3,low,physics_sdm,0
2025-01-28 13:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,2578.0929542146505,2664.7820448277603,28399.68,94.6666666666667,9.033673333333342,3,low,physics_sdm,0
2025-01-28 14:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,5459.422287289023,5642.996875856254,28399.68,197.666666666667,11.182596666666699,3,low,physics_sdm,0
2025-01-28 15:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,2447.8129941888633,2530.1213850132845,28399.68,90.1666666666667,9.52687166666667,3,low,physics_sdm,0
2025-01-28 16:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,385.6049588121397,398.57103249877025,28399.68,15.0833333333333,7.9179525,3,low,physics_sdm,0
2025-01-28 17:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,28.876218092526273,29.847188934634442,28399.68,1.25,6.82337083333333,3,low,physics_sdm,0
2025-01-28 18:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,-0,-0,28399.68,0,6.61333333333333,3,low,physics_sdm,0
2025-01-28 19:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,0,28399.68,0,6.94666666666667,3,low,physics_sdm,0
2025-01-28 20:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,-0,-0,28399.68,0,7.01,3,low,physics_sdm,0
2025-01-28 21:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,0,28399.68,0,6.735,3,low,physics_sdm,0
2025-01-28 22:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,-0,-0,28399.68,0,6.38833333333333,3,low,physics_sdm,0
2025-01-28 23:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,-0,-0,28399.68,0,6.0325,3,low,physics_sdm,0
2025-01-29 00:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,-0,-0,28399.68,0,5.74583333333333,3,low,physics_sdm,0
2025-01-29 01:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,-0,-0,28399.68,0,5.56583333333333,3,low,physics_sdm,0
2025-01-29 02:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,,,28399.68,-0.333333333333333,4.6558233333333305,3,low,physics_sdm,0
2025-01-29 03:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,4.235168148395575e-43,4.377576851998685e-43,28399.68,0,4.83916666666667,3,low,physics_sdm,0
2025-01-29 04:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,-0,-0,28399.68,0,4.75,3,low,physics_sdm,0
2025-01-29 05:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,,,28399.68,-0.5,4.014984999999999,3,low,physics_sdm,0
2025-01-29 06:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,,,28399.68,-0.833333333333333,3.0283083333333303,3,low,physics_sdm,0
2025-01-29 07:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,,,28399.68,-0.666666666666667,2.9433133333333297,3,low,physics_sdm,0
2025-01-29 08:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,92.13056409192451,95.22847986169734,28399.68,3.75,3.5534458333333303,3,low,physics_sdm,0
2025-01-29 09:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,3248.928904342435,3358.1750398332674,28399.68,116.666666666667,3.9843333333333297,3,low,physics_sdm,0
2025-01-29 10:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,8430.219888886493,8713.688370750733,28399.68,299.666666666667,7.8806566666666695,3,low,physics_sdm,0
2025-01-29 11:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,11940.065186919786,12341.553190377224,28399.68,427,11.35031,3,low,physics_sdm,0
2025-01-29 12:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,10803.984191065672,11167.271155948289,28399.68,387.25,11.8274508333333,3,low,physics_sdm,0
2025-01-29 13:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,10396.7611131134,10746.355089057568,28399.68,374,12.912886666666699,3,low,physics_sdm,0
2025-01-29 14:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,8264.240654719208,8542.128038800649,28399.68,297.333333333333,11.8772533333333,3,low,physics_sdm,0
2025-01-29 15:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,3955.9298642915255,4088.9491031455964,28399.68,143.75,9.67597916666667,3,low,physics_sdm,0
2025-01-29 16:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,1266.7669849479396,1309.3623761514737,28399.68,47.0833333333333,5.58974583333333,3,low,physics_sdm,0
2025-01-29 17:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,111.83176545311852,115.59213958274049,28399.68,4.5,2.5759683333333303,3,low,physics_sdm,0
2025-01-29 18:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,,,28399.68,-0.916666666666667,0.7324725000000001,3,low,physics_sdm,0
2025-01-29 19:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,7.402989450926724,7.651917024414771,28399.68,0.333333333333333,2.44167666666667,3,low,physics_sdm,0
2025-01-29 20:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,-0,-0,28399.68,0,3.34166666666667,3,low,physics_sdm,0
2025-01-29 21:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,-0,-0,28399.68,0,3.72416666666667,3,low,physics_sdm,0
2025-01-29 22:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,-0,-0,28399.68,0,4.13416666666667,3,low,physics_sdm,0
2025-01-29 23:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,-0,-0,28399.68,0,3.69083333333333,3,low,physics_sdm,0
2025-01-30 00:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,1.9076737724272788e-43,1.971819832113703e-43,28399.68,0,4.0425,3,low,physics_sdm,0
2025-01-30 01:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,-0,-0,28399.68,0,4.005,3,low,physics_sdm,0
2025-01-30 02:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,,,28399.68,-0.666666666666667,3.31498,3,low,physics_sdm,0
2025-01-30 03:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,,,28399.68,-0.833333333333333,2.88580833333333,3,low,physics_sdm,0
2025-01-30 04:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,,,28399.68,-1.08333333333333,1.98580083333333,3,low,physics_sdm,0
2025-01-30 05:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,,,28399.68,-1.58333333333333,1.21828583333333,3,low,physics_sdm,0
2025-01-30 06:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,,,28399.68,-1.66666666666667,0.584116666666667,3,low,physics_sdm,0
2025-01-30 07:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,,,28399.68,-1.58333333333333,-0.0475475,3,low,physics_sdm,0
2025-01-30 08:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,46.59399419300988,48.160730170477756,28399.68,1.91666666666667,-0.6232758333333329,3,low,physics_sdm,0
2025-01-30 09:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,3715.272582576374,3840.199653587077,28399.68,131.583333333333,0.582280833333333,3,low,physics_sdm,0
2025-01-30 10:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,9282.161146565248,9594.276389502718,28399.68,326.25,4.46395416666667,3,low,physics_sdm,0
2025-01-30 11:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,12510.023862617494,12930.676884621882,28399.68,443.75,8.64997916666667,3,low,physics_sdm,0
2025-01-30 12:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,14390.951148284841,14874.85087194028,28399.68,513.166666666667,10.6337283333333,3,low,physics_sdm,0
2025-01-30 13:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,14355.23717865336,14837.93601017476,28399.68,514.083333333333,12.0970891666667,3,low,physics_sdm,0
2025-01-30 14:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,12575.02451151705,12997.863198368452,28399.68,449.833333333333,11.560995,3,low,physics_sdm,0
2025-01-30 15:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,9273.86550349571,9585.70180313419,28399.68,331,9.75493,3,low,physics_sdm,0
2025-01-30 16:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,4654.526470971786,4811.036214479504,28399.68,166.833333333333,6.53583833333333,3,low,physics_sdm,0
2025-01-30 17:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,346.7421007828638,358.40140008974333,28399.68,13.3333333333333,1.97373333333333,3,low,physics_sdm,0
2025-01-30 18:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,,,28399.68,-1.91666666666667,-0.5650575,3,low,physics_sdm,0
2025-01-30 19:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,,,28399.68,-1.25,-1.8108708333333299,3,low,physics_sdm,0
2025-01-30 20:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,,,28399.68,-1.08333333333333,-2.7425325000000003,3,low,physics_sdm,0
2025-01-30 21:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,,,28399.68,-0.666666666666667,-1.14918666666667,3,low,physics_sdm,0
2025-01-30 22:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,,,28399.68,-1.33333333333333,-2.42754,3,low,physics_sdm,0
2025-01-30 23:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,,,28399.68,-0.416666666666667,-2.1375125,3,low,physics_sdm,0
2025-01-31 00:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,,,28399.68,-0.25,-0.3525075,3,low,physics_sdm,0
2025-01-31 01:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,-0,-0,28399.68,0,0.581666666666667,3,low,physics_sdm,0
2025-01-31 02:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,-0,-0,28399.68,0,0.856666666666667,3,low,physics_sdm,0
2025-01-31 03:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,-0,-0,28399.68,0,0.7975,3,low,physics_sdm,0
2025-01-31 04:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,1.3453354759117351e-43,1.3905727544147016e-43,28399.68,0,0.785,3,low,physics_sdm,0
2025-01-31 05:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,-0,-0,28399.68,0,1.07416666666667,3,low,physics_sdm,0
2025-01-31 06:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,8.802544750833585e-44,9.098532759444168e-44,28399.68,0,1.57166666666667,3,low,physics_sdm,0
2025-01-31 07:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,-0,-0,28399.68,0,2.16583333333333,3,low,physics_sdm,0
2025-01-31 08:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,41.804230778819694,43.20990963305651,28399.68,1.75,2.5825525,3,low,physics_sdm,0
2025-01-31 09:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,594.3734176251835,614.3593886408133,28399.68,22.5,3.12150833333333,3,low,physics_sdm,0
2025-01-31 10:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,999.4253137950601,1033.0312671595339,28399.68,37.25,3.9536175,3,low,physics_sdm,0
2025-01-31 11:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,1203.0954902509168,1243.5499097861334,28399.68,44.6666666666667,4.7046733333333295,3,low,physics_sdm,0
2025-01-31 12:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,1323.841030188083,1368.355551992161,28399.68,49.0833333333333,5.28730583333333,3,low,physics_sdm,0
2025-01-31 13:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,2231.184471730604,2306.2086684059864,28399.68,81.5833333333333,6.254114166666669,3,low,physics_sdm,0
2025-01-31 14:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,2001.2846591096045,2068.578410823467,28399.68,73.5833333333333,6.9247075,3,low,physics_sdm,0
2025-01-31 15:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,1049.2846216159799,1084.5671080342865,28399.68,39.4166666666667,6.85284916666667,3,low,physics_sdm,0
2025-01-31 16:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,310.70562127431316,321.15318396309004,28399.68,12.1666666666667,5.91619833333333,3,low,physics_sdm,0
2025-01-31 17:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,74.50995288850955,77.01537071953504,28399.68,3.08333333333333,5.55925916666667,3,low,physics_sdm,0
